,Ortho,Phono,Length,LogFreq,meanRT
30508,scrumptious,skrVmpS@s,11,4.16,948.2173913
30509,scrunch,skrVnC,7,3.3,779.4642857
30510,scruple,skrupL,7,3.33,960.2916667
30511,scrupulosity,skrupj@lAs@ti,12,0,1783.428571
30512,scrupulous,skrupj@l@s,10,5.55,879.7916667
30513,scrupulously,skrupj@l@sli,12,5.15,1042.73913
30514,scrutinize,skrutn!z,10,5.21,915.1481481
30515,scrutinized,skrutn!zd,11,5.62,839.8214286
30516,scrutinizing,skrutn!zIN,12,4.44,960.3103448
30517,scrutiny,skrutni,8,7.71,1024.741935
30518,scuba,skub@,5,7.68,740.2758621
30519,scud,skVd,4,5.87,707.1923077
30520,scudding,skVtIN,8,1.95,838.2608696
30521,scuff,skVf,5,5.78,696.4516129
30522,scuffle,skVfL,7,4.85,751.1481481
30523,scuffmark,skVfmArk,9,0,887.4482759
30524,scull,skVl,5,4.39,748.1538462
30525,scullery,skVl#ri,8,3.04,873.2380952
30526,scullion,skVli@n,8,3.04,898.1428571
30527,sculpt,skVlpt,6,5.14,752.71875
30528,sculpted,skVlpt@d,8,5.84,775.9666667
30529,sculptor,skVlpt#,8,6.44,723.4814815
30530,sculptors,skVlpt#z,9,4.81,792.3448276
30531,sculptural,skVlpC#@l,10,3.76,885.1481481
30532,sculpture,skVlpC#,9,6.88,732.4444444
30533,sculptured,skVlpC#d,10,4.69,822.4
30534,sculptures,skVlpC#z,10,5.85,782.2
30535,scum,skVm,4,8.04,760.25
30536,scummy,skVmi,6,5.08,780.962963
30537,scurried,sk#rid,8,4.88,775.9259259
30538,scurry,sk#ri,6,4.88,749.5517241
30539,scurvy,sk#vi,6,4.47,845.92
30540,scuttle,skVtL,7,5.23,763.5
30541,scuttled,skVtLd,8,4.43,771.5185185
30542,scuttling,skVtLIN,9,4.06,867.6428571
30543,scythe,s!D,6,5.36,1213.3
30544,sea,si,3,10.51,847.4615385
30545,seabed,sibEd,6,3.93,818.1851852
30546,seabird,sib#d,7,4.17,737.7037037
30547,seaboard,sibOrd,8,6.18,700.1666667
30548,seaborne,sibOrn,8,3.71,769.9310345
30549,seacoast,sikost,8,4.2,789.03125
30550,seafarers,sifEr#z,9,4.26,926.2962963
30551,seafaring,sifErIN,9,4.29,978.32
30552,seafood,sifud,7,6.87,648.7037037
30553,seafront,sifrVnt,8,2.83,956.3076923
30554,seagoing,sigoIN,8,3.64,805.4333333
30555,seagull,sigVl,7,6.29,712.4827586
30556,seagulls,sigVlz,8,5.56,792.7777778
30557,seahorse,sihOrs,8,3.95,696.7142857
30558,seal,sil,4,8.77,691.5185185
30559,sealed,sild,6,9.24,675.1
30560,sealer,sil#,6,5.47,687.3571429
30561,sealing,silIN,7,6.58,730.037037
30562,seals,silz,5,7.74,710.8666667
30563,sealskin,silskIn,8,0,919.2222222
30564,seam,sim,4,6.99,708.2272727
30565,seaman,sim@n,6,5.8,801.3
30566,seamanship,sim@nSIp,10,3.56,1011.37037
30567,seamen,sim@n,6,4.8,795
30568,seamless,siml@s,8,7.43,751.6206897
30569,seams,simz,5,6.92,708.32
30570,seamstress,simstr@s,10,4.94,851.962963
30571,Sean,SOn,4,9.45,731.8666667
30572,seance,seans,6,4.85,811.35
30573,seaplane,siplen,8,4.66,950
30574,seaport,sipOrt,7,4.91,698
30575,seaports,sipOrts,8,3.81,702.047619
30576,seaquake,sikwek,8,0,966.8461538
30577,sear,sIr,4,5.58,744.3214286
30578,search,s#C,6,11.27,645.6428571
30579,searched,s#Ct,8,8.48,690.0384615
30580,searches,s#C@z,8,8.79,641.0333333
30581,searching,s#CIN,9,9.78,614.1034483
30582,searchingly,s#CINli,11,2.77,887.6206897
30583,searchings,s#CINz,10,1.95,719.3103448
30584,searchlight,s#Cl!t,11,6.58,719.6428571
30585,searchlights,s#Cl!ts,12,3.53,708.5357143
30586,searing,sIrIN,7,5.92,698.4615385
30587,sears,sIrz,5,8.23,682.2857143
30588,seas,siz,4,7.88,734.6333333
30589,seascape,siskep,8,3.93,802.9
30590,seashore,siSOr,8,5.46,723.6551724
30591,seasick,sisIk,7,4.71,736.4285714
30592,seasickness,sisIkn@s,11,3.99,1093.75
30593,seaside,sis!d,7,6.58,731.1724138
30594,season,sizn,6,10.53,620.0740741
30595,seasonable,sizn@bL,10,2.4,739.1851852
30596,seasonal,sizn@l,8,7.31,920.2758621
30597,seasonally,sizn@li,10,4.44,700.92
30598,seasoned,siznd,8,7.47,751.5555556
30599,seasoning,siznIN,9,6.04,715.7083333
30600,seasons,siznz,7,8.45,585.2142857
30601,seat,sit,4,9.75,807.4814815
30602,seated,sit@d,6,7.73,747.1
30603,seating,sitIN,7,7.4,743.9642857
30604,seats,sits,5,9.03,865.2258065
30605,Seattle,siatL,7,9.81,709.2142857
30606,seawall,siwOl,7,3.64,781.0645161
30607,seaward,siw#d,7,4.74,746.6153846
30608,seawater,siwOt#,8,5.56,792.4444444
30609,seaway,siwe,6,4.91,733.5172414
30610,seaweed,siwid,7,5.94,717.4642857
30611,seaworthy,siw#Di,9,4.13,1002.206897
30612,sec,sEk,3,9.8,672.75
30613,secant,sikant,6,3.53,996.6363636
30614,secants,sikants,7,0.69,1162.8125
30615,secede,sIsid,6,5.74,1348.761905
30616,seceded,sIsit@d,7,5.29,1013.26087
30617,seceding,sIsitIN,8,3.87,1357.684211
30618,secession,sIsESn,9,6.56,905.1304348
30619,secessionist,sIsESnIst,12,4.77,1155.619048
30620,seclude,sIklud,7,1.1,781
30621,secluded,sIklut@d,8,6.4,779.7333333
30622,seclusion,sIkluZn,9,5,775.7407407
30623,seclusive,sIklusIv,9,1.1,843.7037037
30624,second,sEk@nd,6,11.92,663.25
30625,secondarily,sEk@ndEr@li,11,5.26,764.8709677
30626,secondary,sEk@ndEri,9,9.45,725.1
30627,secondhand,sEk@ndhand,10,5.81,696.2413793
30628,secondly,sEk@ndli,8,8.64,726.2068966
30629,seconds,sEk@ndz,7,10.2,619.1034483
30630,secrecy,sikr@si,7,7.47,840.0833333
30631,secret,sikr@t,6,10.47,722.137931
30632,secretarial,sEkr@tEri@l,11,5.87,987.0357143
30633,secretariat,sEkr@tEri@t,11,7.18,890.4
30634,secretaries,sEkr@tEriz,11,6.7,723.4
30635,secretary,sEkr@tEri,9,9.61,665.6153846
30636,secrete,sIkrit,7,5.28,911.1818182
30637,secreted,sIkrit@d,8,5.59,913.1153846
30638,secretion,sIkriSn,9,5.77,852.7
30639,secretions,sIkriSnz,10,5.93,927.5714286
30640,secretive,sikr@tIv,9,6.22,807.0344828
30641,secretly,sikr@tli,8,7.71,748.3846154
30642,secrets,sikr@ts,7,8.96,634.8666667
30643,sect,sEkt,4,7.42,683.8571429
30644,sectarian,sEktEri@n,9,6.35,1021.222222
30645,section,sEkSn,7,11.46,640.6206897
30646,sectional,sEkSn@l,9,5.69,759.25
30648,sections,sEkSnz,8,9.63,729.8709677
30649,sector,sEkt#,6,9.65,682.0333333
30650,sectors,sEkt#z,7,8.85,695.8
30651,sects,sEkts,5,6.9,820.2142857
30652,secular,sEkj@l#,7,8.25,706.0769231
30653,secularism,sEkj@l#Izm,10,5.65,880.72
30654,secularist,sEkj@l#Ist,10,3.76,940.9473684
30655,secularists,sEkj@l#Ists,11,4.41,1046.277778
30656,secularize,sEkj@l#!z,10,0,1097.846154
30657,secularized,sEkj@l#!zd,11,4.33,951.1578947
30658,secure,sIkjUr,6,9.56,822.5
30659,secured,sIkjUrd,7,7.86,806.037037
30660,securely,sIkjUrli,8,7.54,797.3636364
30661,securing,sIkjUrIN,8,7.02,773.9677419
30662,securities,sIkjUr@tiz,10,8.27,801.2592593
30663,security,sIkjUr@ti,8,11.04,745.9655172
30664,sedan,sIdan,5,7.06,804.2307692
30665,sedans,sIdanz,6,5.24,858.1304348
30666,sedate,sIdet,6,5.08,769.9285714
30667,sedately,sIdetli,8,2.89,1064.809524
30668,sedative,sEt@tIv,8,5.25,867.8148148
30669,sedentary,sEdntEri,9,5.45,1000.8
30670,sediment,sEt@m@nt,8,6.62,652
30671,sedimentary,sEt@mEnt#ri,11,5.21,757.7142857
30673,sediments,sEt@m@nts,9,5.74,757.3333333
30674,sedition,sIdISn,8,5.29,895.6363636
30675,seditious,sIdIS@s,9,4.57,907.125
30676,seduce,sIdus,6,6.3,707.75
30677,seduced,sIdust,7,6.15,718.5714286
30678,seducer,sIdus#,7,3.58,749.6785714
30679,seduction,sIdVkSn,9,6.79,692.0714286
30680,seductive,sIdVktIv,9,6.42,721.962963
30681,sedulously,sEJul@sli,10,1.61,1087.714286
30682,see,si,3,13.27,766.8
30683,seed,sid,4,9.01,735.9666667
30684,seedbed,sidbEd,7,1.61,803.16
30685,seedcake,sidkek,8,0,861.3333333
30686,seedless,sidl@s,8,4.37,741.2258065
30687,seedling,sidlIN,8,5.08,739.1034483
30688,seedlings,sidlINz,9,7.34,738.48
30689,seeds,sidz,5,8.77,739.0384615
30690,seedy,siti,5,5.51,878.84
30691,seeing,siIN,6,10.56,861.5714286
30692,seek,sik,4,9.89,764.8928571
30693,seeker,sik#,6,8.91,675.8666667
30694,seekers,sik#z,7,8.09,734.8709677
30695,seeking,sikIN,7,10.14,639.0357143
30696,seeks,siks,5,8.97,657.8275862
30697,seem,sim,4,11.71,748.3461538
30698,seemed,simd,6,10.54,822.2307692
30699,seeming,simIN,7,7.2,792.8518519
30700,seemingly,simINli,9,8.46,705.5
30701,seemly,simli,6,3.58,841.44
30702,seems,simz,5,12.01,650.7727273
30703,seen,sin,4,11.99,848.2916667
30704,seep,sip,4,5.33,1002.137931
30705,seepage,sipIJ,7,4.7,916.32
30706,seeped,sipt,6,4.98,818
30707,seeping,sipIN,7,5.55,961.6428571
30708,seer,sIr,4,5.87,783.9310345
30709,seers,sIrz,5,4.97,635.48
30710,seersucker,sIrsVk#,10,1.79,993.6
30711,sees,siz,4,9.41,792.7142857
30712,seesaw,sisO,6,3.33,731.2142857
30713,seethe,siD,6,3.85,1087.73913
30714,segment,sEgm@nt,7,9.33,747.04
30715,segmental,sEgmEntL,9,3.22,841.1724138
30716,segmentation,sEgm@nteSn,12,7.3,975.9285714
30717,segments,sEgm@nts,8,8.46,718.96875
30718,segregate,sEgr@get,9,5.26,832.7407407
30719,segregated,sEgr@get@d,10,6.24,849.2222222
30720,segregating,sEgr@getIN,11,4.52,790.6071429
30721,segregation,sEgr@geSn,11,6.96,788.0322581
30723,seismic,s!zmIk,7,6.74,940.5
30724,seismograph,s!zm@graf,11,3.61,1052.125
30725,seismographs,s!zm@grafs,12,2.64,1108.545455
30727,seismology,s!zmAl@Ji,10,4.91,1058.478261
30728,seize,siz,5,7.56,754.2608696
30729,seized,sizd,6,7.91,977.6666667
30730,seizing,sizIN,7,6.36,744.3928571
30731,seizure,siZr,7,8.32,783.1428571
30732,seldom,sEld@m,6,8.4,673.8333333
30733,select,s@lEkt,6,10.55,617.7241379
30734,selected,s@lEkt@d,8,9.95,696.5517241
30735,selecting,s@lEktIN,9,8.57,659.2413793
30736,selection,s@lEkSn,9,10.06,681.6551724
30737,selections,s@lEkSnz,10,8.07,681.7857143
30738,selective,s@lEktIv,9,8.39,634.53125
30739,selectively,s@lEktIvli,11,7.35,733.0384615
30740,selectivity,s@lEktIv@ti,11,5.65,749.625
30741,selectors,s@lEkt#z,9,6.41,683.5
30742,selects,s@lEkts,7,7.46,712.6896552
30743,self,sElf,4,10.29,708.5666667
30744,selfeffacing,sElfIfesIN,12,0,1286.588235
30745,selfish,sElfIS,7,8.38,601.3225806
30746,selfishness,sElfISn@s,11,6.92,745.0357143
30747,selfless,sElfl@s,8,5.83,682.7333333
30748,selflessness,sElfl@sn@s,12,5.02,812.862069
30749,sell,sEl,4,11.26,675.6538462
30750,seller,sEl#,6,8.45,738.9310345
30751,sellers,sEl#z,7,7.98,698.2592593
30752,selling,sElIN,7,10.65,688.7586207
30753,sellout,sEl0t,7,6.21,687.8333333
30754,sells,sElz,5,9.48,634.2413793
30755,Selma,sElm@,5,6.24,719.8275862
30756,selves,sElvz,6,7.14,833.5517241
30757,semantic,sImantIk,8,7.63,937.1428571
30758,semblance,sEmbl@ns,9,6.51,830.3478261
30759,semen,sim@n,5,7.41,873.9583333
30760,semester,s@mEst#,8,8.07,729.9642857
30761,semi,sEmi,4,7.69,694.2857143
30762,semiarid,sEmiarId,8,2.08,1348.6
30764,semicircle,sEmis#kL,10,3.69,834.5172414
30765,semicircular,sEmis#kj@l#,12,3.26,971.962963
30766,semicolon,sEmikol@n,9,6.32,829.2962963
30768,semifinal,sEmif!nL,9,5.53,810.16
30769,semifinalist,sEmif!nLIst,12,2.08,948.0714286
30770,seminal,sEm@n@l,7,6.2,917.6923077
30771,seminar,sEm@nAr,7,8.59,798.46875
30772,seminarians,sEm@nEri@nz,11,4.03,946.6315789
30773,seminary,sEm@nEri,8,6.48,899.5
30774,Seminole,sEmInol,8,5.37,916.8518519
30775,semiprecious,sEmiprES@s,12,2.56,1117.285714
30776,semipublic,sEmip@blIk,10,2.83,998.0666667
30778,Semite,sEm!t,6,4.51,1044
30779,Semitic,s@mItIk,7,6.34,1264.555556
30780,semitrance,sEmitrans,10,0,944.3333333
30781,semitropical,sEmitrApIkL,12,0.69,1019.3
30782,semiweekly,sEmiwikli,10,2.71,1033.615385
30783,semolina,sEm@lin@,8,4.76,1359.846154
30784,sen,sEn,3,9.19,707.4705882
30785,senate,sEn@t,6,9.73,735.7419355
30786,senator,sEn@t#,7,9.24,660.0769231
30787,senatorial,sEn@tOri@l,10,5.65,1199.678571
30788,senators,sEn@t#z,8,8.63,759.2142857
30789,send,sEnd,4,12.69,603.8275862
30790,sender,sEnt#,6,8.41,698.483871
30791,senders,sEnt#z,7,6.14,604.4074074
30792,sending,sEntIN,7,10.56,629.4
30793,sends,sEndz,5,9.19,640.8076923
30794,Senegal,sEnIgOl,7,6.03,1048
30795,senescence,s@nEs@ns,10,3.26,1161.25
30796,senescent,s@nEs@nt,9,2.2,1335.5625
30797,senile,sin!l,6,6.3,1087
30798,senility,s@nIl@ti,8,4.89,1025.066667
30799,senior,sinj#,6,10.31,696.8214286
30800,seniority,siniOr@ti,9,5.95,1016.607143
30801,seniors,sinj#z,7,7.14,961.2413793
30802,senor,senjOr,5,6.01,1107.263158
30803,senora,senjOr@,6,4.06,981.3333333
30804,senorita,senj#rit@,8,3.26,1253.777778
30805,sensation,sEnseSn,9,8.36,714.4193548
30806,sensational,sEnseSn@l,11,6.61,856.5357143
30809,sensations,sEnseSnz,10,7.62,850.3103448
30810,sense,sEns,5,11.26,643
30811,sensed,sEnst,6,6.99,717.8275862
30812,senseless,sEnsl@s,9,7.29,778.25
30813,senselessly,sEnsl@sli,11,4.06,742.5517241
30814,senses,sEns@z,6,8.28,671.1
30816,sensibility,sEns@bIl@ti,11,6.36,744.6153846
30817,sensible,sEns@bL,8,8.5,623.5357143
30818,sensibly,sEns@bli,8,6.05,748.6428571
30819,sensing,sEnsIN,7,7.63,704.4333333
30820,sensitive,sEns@tIv,9,9.45,739.4285714
30821,sensitively,sEns@tIvli,11,4.16,912.32
30823,sensitivity,sEns@tIv@ti,11,8.44,701.1851852
30824,sensitize,sEns@t!z,9,4.34,855.9166667
30825,sensitized,sEns@t!zd,10,4.94,772.5
30826,sensor,sEns#,6,8.43,612.6071429
30827,sensors,sEns#z,7,8.07,660.6071429
30828,sensory,sEns#i,7,7.75,696.9642857
30829,sensual,sEnSu@l,7,7.28,660.5
30830,sensualism,sEnSu@lIzm,10,0,926.6538462
30831,sensualist,sEnSu@lIst,10,3.47,822.7586207
30832,sensuality,sEnSual@ti,10,6.08,730.3333333
30833,sensuous,sEnSu@s,8,6.21,852.9655172
30834,sent,sEnt,4,11.43,800.3448276
30835,sentence,sEntns,8,9.61,667.6206897
30836,sentenced,sEntnst,9,7.7,705.4
30837,sentences,sEntns@z,9,8.57,696.25
30838,sentencing,sEntnsIN,10,6.89,814.3214286
30839,sentient,sEnSnt,8,7.22,790.5333333
30840,sentiment,sEnt@m@nt,9,7.87,808.3703704
30841,sentimental,sEnt@mEntL,11,6.88,717.0740741
30845,sentiments,sEnt@m@nts,10,7.51,729.2962963
30846,sentinel,sEntn@l,8,7.88,833.9130435
30847,sentinels,sEntn@lz,9,5.38,794.96
30848,sentry,sEntri,6,6.79,751.8333333
30849,Seoul,sol,5,7.09,705.5
30850,separable,sEp#r@bL,9,4.67,795.1111111
30851,separate,sEp#r@t,8,10.5,832.3333333
30852,separated,sEp#ret@d,9,8.76,679.3
30853,separately,sEp#r@tli,10,8.8,709.9655172
30854,separateness,sEp#r@tn@s,12,4.53,868.24
30855,separates,sEp#rets,9,7.07,760.3793103
30856,separating,sEp#retIN,10,7.4,679.8888889
30857,separation,sEp#reSn,10,8.81,735.2857143
30858,separations,sEp#reSnz,11,5.6,743.4666667
30859,separatism,sEp#r@tIzm,10,5.46,777.2
30860,separatist,sEp#r@tIst,10,6.66,933.8333333
30861,separators,sEp#ret#z,10,5.09,708.7037037
30862,sepia,sipi@,5,5.37,829.5217391
30863,September,sEptEmb#,9,9.77,653.0357143
30864,septet,sEptEt,6,3.14,977.1
30865,septic,sEptIk,6,6.14,651.3703704
30866,septillion,sEptIlj@n,10,1.95,1197.909091
30867,septum,sEpt@m,6,5.5,818.4285714
30868,sepulchral,sIpVlkr@l,10,2.08,972.6666667
30869,sepulchre,sEpLk#,9,3.66,875.1818182
30870,sequel,sikw@l,6,8.06,781.7037037
30871,sequence,sikw@ns,8,11.54,718.4827586
30872,sequenced,sikw@nst,9,5.89,848.5555556
30873,sequences,sikw@ns@z,9,8.64,894.9310345
30874,sequent,sikw@nt,7,6.75,877.2631579
30875,sequential,sIkwEnSL,10,7.67,922.8888889
30876,sequester,sIkwEst#,9,3.4,902.6296296
30878,sequin,sikwIn,6,3.76,832.3333333
30879,sequins,sikwInz,7,4.52,912.5185185
30880,sequoia,sIkwY@,7,5.65,854.6666667
30881,serenade,sEr@ned,8,5.62,786
30882,serenaded,sEr@net@d,9,3.18,1084.208333
30883,serendipity,sEr@ndIp@ti,11,5.24,900.3846154
30884,serene,s@rin,6,5.98,866.7586207
30885,serenely,s@rinli,8,4.29,1069
30886,serenity,s#rEn@ti,8,6.33,790.3846154
30887,serf,s#f,4,6.31,643.4642857
30888,serfdom,s#fd@m,7,5.22,972.7916667
30889,serfs,s#fs,5,6.05,702.6129032
30890,serge,s#J,5,6.82,729.76
30891,sergeant,sArJ@nt,8,7.79,698.7272727
30892,sergeants,sArJ@nts,9,5.18,889.3333333
30893,serial,sIri@l,6,10.3,813.75
30894,serialize,sIri@l!z,9,4.68,1016.125
30895,series,sIriz,6,11.42,770.9642857
30896,serif,sEr@f,5,6.26,1031.565217
30897,serious,sIri@s,7,10.93,671.15625
30898,seriously,sIri@sli,9,10.31,700.5925926
30899,seriousness,sIri@sn@s,11,7.07,750.1153846
30900,sermon,s#m@n,6,6.83,786.9310345
30901,sermonize,s#m@n!z,9,4.04,909.7777778
30902,sermons,s#m@nz,7,6.04,797.75
30903,serpent,s#p@nt,7,8.65,661.2962963
30904,serpentine,s#p@nt!n,10,5.34,899.92
30905,serpents,s#p@nts,8,5.94,651.6774194
30906,serrate,sIret,7,0,939.3478261
30907,serrated,sIret@d,8,6.11,1111.956522
30908,serum,sIr@m,5,7.58,866.4583333
30909,servant,s#vnt,7,8.08,600.3448276
30910,servants,s#vnts,8,7.79,692.4814815
30911,serve,s#v,5,10.21,621.8461538
30912,served,s#vd,6,9.78,708.8333333
30913,server,s#v#,6,12,688.3103448
30914,serves,s#vz,6,9.24,747.5862069
30915,service,s#v@s,7,12.05,662.6333333
30916,serviceable,s#v@s@bL,11,5.51,822.7586207
30917,servicemen,s#v@sm@n,10,5.71,821.6551724
30918,services,s#v@s@z,8,11.8,660.8666667
30919,servicing,s#v@sIN,9,7.15,853.3333333
30920,servile,s#vL,7,5.3,790.5714286
30921,servility,s#vIl@ti,9,3.43,920.0740741
30922,serving,s#vIN,7,9.3,653.6785714
30923,servings,s#vINz,8,7.03,727.6896552
30924,servitude,s#v@tud,9,6.67,878.8965517
30925,servo,s#vo,5,7.87,768.047619
30926,sesame,sEs@mi,6,7.68,799.8518519
30927,session,sESn,7,10.23,651.3461538
30928,sessions,sESnz,8,9.55,633.3448276
30929,set,sEt,3,12.57,689.6896552
30930,setback,sEtbak,7,6.26,666.3214286
30931,setbacks,sEtbaks,8,5.5,687.5483871
30932,Seton,sitn,5,5.86,1012.363636
30933,sets,sEts,4,10.55,621.1
30934,settee,s@ti,6,3.85,853.1333333
30935,setter,sEt#,6,6.51,629.8333333
30936,setting,sEtIN,7,10.58,648.2666667
30937,settings,sEtINz,8,10.04,680.137931
30938,settle,sEtL,6,8.93,656.2758621
30939,settled,sEtLd,7,8.84,655.7333333
30940,settlement,sEtLm@nt,10,8.4,670.4482759
30941,settlements,sEtLm@nts,11,7.16,719.75
30942,settler,sEtL#,7,5.48,688.0666667
30943,settlers,sEtL#z,8,7.06,731.3846154
30944,settles,sEtLz,7,6.77,674.9615385
30945,settling,sEtLIN,8,7.34,712
30946,setup,sEtVp,5,10.58,682
30947,seven,sEvn,5,10.03,655.8709677
30948,sevenfold,sEvnfold,9,2.71,741.5714286
30949,seventeen,sEvntin,9,6.95,650.1
30950,seventeenth,sEvntinT,11,5.95,778.6785714
30951,seventh,sEvnT,7,8.24,697.8214286
30952,seventies,sEvntiz,9,7.36,805.71875
30953,seventieth,sEvnti@T,10,2.2,821.8636364
30954,seventy,sEvnti,7,6.59,768.9285714
30955,sever,sEv#,5,6.73,717.9545455
30956,several,sEvr@l,7,12.05,685.5862069
30957,severally,sEvr@li,9,4.04,833.2380952
30958,severance,sEv#@ns,9,5.17,857.5862069
30959,severe,s@vIr,6,9.32,737.8333333
30960,severed,sEv#d,7,7,868.8928571
30961,severely,s@vIrli,8,8.65,757.962963
30962,severing,sEv#IN,8,5.42,967.45
30963,severity,s@vEr@ti,8,7.22,735.2307692
30964,severs,sEv#z,6,4.29,869.1923077
30965,sew,so,3,7.18,697.68
30966,sewage,suIJ,6,6.67,822.962963
30967,seward,su#d,6,5.55,896.8181818
30968,sewed,sod,5,5.08,886.45
30969,sewer,su#,5,7.21,747.9
30970,sewerage,su#IJ,8,4.32,877.2380952
30971,sewers,su#z,6,7.07,778.25
30972,sewing,soIN,6,8.01,659.9230769
30973,sewn,son,4,6.33,662.1
30974,sex,sEks,3,11.09,615.1666667
30975,sexed,sEkst,5,4.19,739.4444444
30976,sexes,sEks@z,5,7.52,761.8333333
30977,sexism,sEksIzm,6,7.44,643
30978,sexist,sEksIst,6,7.98,696.9230769
30979,sexless,sEksl@s,7,4.92,694.3666667
30980,sextant,sEkst@nt,7,5.86,700.4583333
30981,sextet,sEkstEt,6,4.82,899.16
30982,sextillion,sEkstIlj@n,10,2.64,924.4
30983,sexton,sEkst@n,6,6.93,688.0344828
30984,sextuplet,sEkstVpl@t,9,1.1,905.56
30985,sexual,sEkSu@l,6,10.42,653.9310345
30986,sexuality,sEkSual@ti,9,8.63,740.1034483
30987,sexualized,sEkSu@l!zd,10,3.14,821.4642857
30988,sexually,sEkSu@li,8,8.62,628.4814815
30989,sexy,sEksi,4,8.74,602.9310345
30990,shabbily,Sab@li,8,3.85,837.2
30991,shabby,Sabi,6,6.32,668
30992,shack,Sak,5,8.37,621.137931
30993,shacked,Sakt,7,3.5,666.8965517
30994,shackle,SakL,7,7.42,654.3448276
30995,shackled,SakLd,8,5.5,713.9354839
30996,shackles,SakLz,8,6.04,749.9230769
30997,shacks,Saks,6,5.56,788.5
30998,shade,Sed,5,8.71,672.4642857
30999,shaded,Set@d,6,6.98,654.137931
31000,shades,Sedz,6,7.99,603
31001,shading,SetIN,7,7.43,699.1935484
31002,shadings,SetINz,8,4.6,758.7241379
31003,shadow,Sado,6,9.77,593.9310345
31004,shadowbox,SadobAks,9,1.61,705.8571429
31005,shadowed,Sadod,8,6.04,686.375
31006,shadowing,SadoIN,9,6.09,615.9259259
31007,shadows,Sadoz,7,9.44,653.1538462
31008,shadowy,Sadoi,7,6.19,704.3548387
31009,shady,Seti,5,6.67,678.1785714
31010,shaft,Saft,5,8.76,660.9032258
31011,shafted,Saft@d,7,5.5,660.137931
31012,shafts,Safts,6,7.06,683.1111111
31013,shag,Sag,4,6.17,662.7142857
31014,shaggy,Sagi,6,6.37,632.7407407
31015,shah,SA,4,7.72,772.3333333
31016,shake,Sek,5,8.57,643.5172414
31017,shakedown,Sekd0n,9,5.39,698.1428571
31018,shaken,Sek@n,6,7.1,697
31019,shaker,Sek#,6,6.07,651.4444444
31020,shakers,Sek#z,7,5.51,686.3448276
31021,shakes,Seks,6,7.34,737.3225806
31022,Shakespeare,SekspIr,11,8.04,728.7741935
31025,shakily,Sek@li,7,4.33,819.1724138
31026,shaking,SekIN,7,8.14,609.4642857
31027,shaky,Seki,5,7.01,630.6428571
31028,shale,Sel,5,4.92,657.4074074
31029,shall,Sal,5,11,655.6296296
31030,shallot,S@lAt,7,3.95,747.5
31031,shallow,Salo,7,8.23,634.0384615
31032,shallower,Salo#,9,4.99,834.6428571
31033,shallowness,Salon@s,11,4.8,745.862069
31034,shalom,Salom,6,6.77,825.92
31035,sham,Sam,4,6.92,779.5517241
31036,shaman,Sem@n,6,8.12,735.4090909
31037,shamble,SambL,7,2.08,835.64
31038,shambled,SambLd,8,2.71,784.3103448
31039,shambles,SambLz,8,5.45,724.9666667
31040,shambling,SambLIN,9,5.53,770.8666667
31041,shame,Sem,5,9.33,643
31042,shamed,Semd,6,5.4,636.5517241
31043,shamefaced,Semfest,10,2.56,834.2592593
31044,shamefacedly,Semfestli,12,3.14,974.7894737
31045,shameful,SemfL,8,6.77,651.8333333
31046,shameless,Seml@s,9,7.05,719.9285714
31047,shames,Semz,6,4.55,658.3703704
31048,shammy,Sami,6,2.56,693.3448276
31049,shampoo,Sampu,7,7.76,642.5
31050,shamrock,SamrAk,8,6.21,830.7857143
31051,shams,Samz,5,4.03,765.1290323
31052,Shanghai,SaNh!,8,7.44,792.9655172
31053,shank,SaNk,5,6.22,657.76
31054,Shannon,San@n,7,8.41,712.1785714
31055,shanties,Santiz,8,3.56,852.9166667
31056,shanty,Santi,6,5.25,783.037037
31057,shantytown,Santit0n,10,3.81,959.2307692
31058,shape,Sep,5,10.05,678.8387097
31059,shaped,Sept,6,8.56,724.7419355
31060,shapeless,Sepl@s,9,4.93,646.1034483
31061,shapely,Sepli,7,6.26,661.6551724
31062,shapes,Seps,6,8.07,694.75
31063,shaping,SepIN,7,7.12,687.0333333
31064,shard,SArd,5,5.3,658.1666667
31065,shards,SArdz,6,6.09,722.6666667
31066,share,SEr,5,10.96,773.2
31067,sharecrop,SErkrAp,9,0.69,866.5185185
31068,sharecropper,SErkrAp#,12,2.64,896.8888889
31069,shared,SErd,6,9.81,656.1923077
31070,shareholder,SErhold#,11,6.65,766.8709677
31071,shareholders,SErhold#z,12,7.33,785.4074074
31072,sharers,SEr#z,7,4.03,794.3333333
31073,shares,SErz,6,9.12,729.2580645
31074,sharing,SErIN,7,9.56,704.6896552
31075,shark,SArk,5,8.09,615.6551724
31076,sharks,SArks,6,7.75,592.3703704
31077,sharkskin,SArkskIn,9,2.08,783.5333333
31078,Sharon,Sar@n,6,8.63,708.5172414
31079,sharp,SArp,5,9.46,590.2962963
31080,sharpen,SArp@n,7,6.26,665.1851852
31081,sharpened,SArp@nd,9,6.11,706.5483871
31082,sharpener,SArp@n#,9,4.89,738.4
31083,sharpening,SArp@nIN,10,6.19,674.2
31084,sharper,SArp#,7,6.82,618.3
31085,sharpest,SArpIst,8,5.19,715.3214286
31086,sharply,SArpli,7,7.62,651.5862069
31087,sharpness,SArpn@s,9,6.44,651.6428571
